Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2010-02-26,202.38,205.17,202.0,204.62,18123600.0,0.0,1.0,25.62159767561928,25.97481566907208,25.573489131708147,25.90518488183228,126865200.0
2010-03-01,205.75,209.5,205.45,208.99,19646200.0,0.0,1.0,26.048244499252235,26.52299986679632,26.010264069848706,26.458433136810324,137523400.0
2010-03-02,209.93,210.83,207.74,208.85,20233800.0,0.0,1.0,26.577438482274708,26.69137977048529,26.300181347628964,26.44070893642201,141636600.0
2010-03-03,208.94,209.87,207.94,209.33,13287600.0,0.0,1.0,26.45210306524307,26.569842396394005,26.32550163389798,26.501477623467657,93013200.0
2010-03-04,209.28,210.92,208.63,210.71,13072900.0,0.0,1.0,26.4951475519004,26.702773899306347,26.412856621526092,26.676187598723878,91510300.0
2010-03-05,214.94,219.7,214.63,218.95,32129300.0,0.0,1.0,27.211711653313607,27.814334466516236,27.17246520959663,27.719383393007416,224905100.0
2010-03-08,220.01,220.09,218.25,219.08,15353200.0,0.0,1.0,27.853580910233212,27.86370902474082,27.630762391065854,27.735841579082283,107472400.0
2010-03-09,218.31,225.0,217.89,223.02,32866400.0,0.0,1.0,27.63835847694656,28.485322052645213,27.585185875781622,28.234651218581934,230064800.0
2010-03-10,223.8295,225.48,223.2,224.84,21293500.0,0.0,1.0,28.337135077255784,28.546090739690854,28.25743947622405,28.46506582363,149054500.0
2010-03-11,223.91,225.5,223.32,225.5,14489300.0,0.0,1.0,28.347326492479063,28.548622768317756,28.27263164798546,28.548622768317756,101425100.0
2010-03-12,227.37,227.73,225.75,226.6,14868700.0,0.0,1.0,28.785367444933076,28.830943960217308,28.58027312615403,28.687884342797354,104080900.0
2010-03-15,225.38,225.5,220.25,223.84,17625100.0,0.0,1.0,28.533430596556347,28.548622768317756,27.883965253756035,28.33846439228491,123375700.0
2010-03-16,224.18,224.98,222.51,224.45,15961000.0,0.0,1.0,28.38150887894224,28.48279002401831,28.170084488595936,28.41569126540541,111727000.0
2010-03-17,224.9,226.45,223.27,224.12,16105600.0,0.0,1.0,28.472661909510705,28.66889412809559,28.266301576418208,28.373912793061535,112739200.0
2010-03-18,224.1,225.0,222.61,224.65,12218200.0,0.0,1.0,28.37138076443463,28.485322052645213,28.18274463173045,28.441011551674432,85527400.0
2010-03-19,224.79,225.24,221.23,222.2499,19980200.0,0.0,1.0,28.458735752062744,28.515706396168035,28.008034656474223,28.13715545630308,139861400.0
2010-03-22,220.47,226.0,220.15,224.75,16300700.0,0.0,1.0,27.911817568651955,28.611923483990303,27.871305110621527,28.45367169480894,114104900.0
2010-03-23,225.64,228.78,224.1,228.36,21515400.0,0.0,1.0,28.566346968706068,28.963875463129654,28.37138076443463,28.910702861964715,150607800.0
2010-03-24,227.64,230.2,227.51,229.37,21349300.0,0.0,1.0,28.819549831396248,29.14364949563968,28.803091645321388,29.038570307623257,149445100.0
2010-03-25,230.458,230.97,226.25,226.65,19367300.0,0.0,1.0,29.176312664926712,29.241132597775398,28.643573841826573,28.694214414364613,135571100.0
2010-03-26,228.95,231.95,228.55,230.9,22888400.0,0.0,1.0,28.985397706458315,29.365202000493586,28.934757133920282,29.232270497581244,160218800.0
2010-03-29,233.0,233.8699,231.62,232.39,19312300.0,0.0,1.0,29.49813350340593,29.608264088533026,29.323423528149707,29.420906630285426,135186100.0
2010-03-30,236.6027,237.48,234.25,235.845,18832500.0,0.0,1.0,29.954240480112887,30.065307915831934,29.65638529258729,29.85831457558271,131827500.0
2010-03-31,235.49,236.61,234.46,235.0,15380700.0,0.0,1.0,29.813371067455204,29.955164670561707,29.682971593169764,29.751336366096112,107664900.0
2010-04-01,237.49,238.73,232.75,235.97,21540900.0,0.0,1.0,30.066573930145385,30.223559705013294,29.466483145569658,29.87413975450085,150786300.0
2010-04-05,234.975,238.51,234.77,238.49,24446700.0,0.0,1.0,29.748171330312484,30.195707390117374,29.72221803688674,30.193175361490475,171126900.0
2010-04-06,238.2,240.24,237.0,239.54,15964900.0,0.0,1.0,30.156460946400397,30.414727866344382,30.00453922878629,30.326106864402817,111754300.0
2010-04-07,239.72,241.92,238.6601,240.6,22446500.0,0.0,1.0,30.348895122044933,30.62741827100413,30.214710264962275,30.460304381628614,157125500.0
2010-04-08,240.44,241.54,238.04,239.95,20463900.0,0.0,1.0,30.4400481526134,30.579309727092998,30.136204717385183,30.378013451254304,143247300.0
2010-04-09,241.43,241.89,240.46,241.79,11935100.0,0.0,1.0,30.56538356964504,30.62362022806378,30.442580181240302,30.61096008492927,83545700.0
2010-04-12,242.2,243.07,241.81,242.29,11893800.0,0.0,1.0,30.662866671780755,30.773009917050985,30.613492113556173,30.674260800601814,83256600.0
2010-04-13,241.86,242.8,241.11,242.43,10936100.0,0.0,1.0,30.61982218512343,30.738827530587812,30.524871111614612,30.69198500099013,76552700.0
2010-04-14,245.28,245.81,244.07,245.69,14431300.0,0.0,1.0,31.052799080323634,31.11989783893653,30.899611348396075,31.10470566717512,101019100.0
2010-04-15,245.78,249.03,245.51,248.92,13456600.0,0.0,1.0,31.116099795996178,31.527554447867722,31.081917409533002,31.51362829041976,94196200.0
2010-04-16,248.57,251.14,244.55,247.4,26805200.0,0.0,1.0,31.46931778944898,31.794683468005857,30.96038003544172,31.321194114775224,187636400.0
2010-04-19,247.03,247.89,241.77,247.07,20247300.0,0.0,1.0,31.27435158517754,31.383228816134316,30.60842805630237,31.279415642431346,141731100.0
2010-04-20,248.54,249.25,242.955,244.59,26368800.0,0.0,1.0,31.465519746508626,31.555406762763642,30.7584507524463,30.965444092695524,184581600.0
2010-04-21,258.805,260.25,255.73,259.22,35085400.0,0.0,1.0,32.76508343926597,32.94802250755963,32.375784037879825,32.81762303327419,245597800.0
2010-04-22,258.24,266.75,256.2,266.4695,28336600.0,0.0,1.0,32.693553630555996,33.77093181130271,32.43528671061201,33.73542010981041,198356200.0
2010-04-23,267.99,272.18,267.0,270.83,28462700.0,0.0,1.0,33.92791758617062,34.458377583506554,33.80258216913899,34.28746565119068,199238900.0
2010-04-26,271.88,272.46,268.19,269.5,17109600.0,0.0,1.0,34.42039715410302,34.49382598428317,33.953237872439644,34.11908574750171,119767200.0
2010-04-27,267.27,267.84,260.52,262.04,25333700.0,0.0,1.0,33.83676455560216,33.908927371468856,32.9822048940228,33.17463906966734,177335900.0
2010-04-28,263.25,264.0,256.41,261.6,27085800.0,0.0,1.0,33.327826801594895,33.42277787510372,32.461873011194484,33.1189344398755,189600600.0
2010-04-29,263.02,270.0,262.01,268.64,19958600.0,0.0,1.0,33.29870847238553,34.182386463174254,33.17084102672698,34.01020851654493,139710200.0
2010-04-30,269.31,270.57,261.0,261.09,19373700.0,0.0,1.0,34.09503147554614,34.25454927904096,33.042973581068445,33.054367709889505,135615900.0
2010-05-03,263.84,267.88,262.88,266.35,16226500.0,0.0,1.0,33.402521646088495,33.91399142872266,33.28098427199721,33.72029123876468,113585500.0
2010-05-04,262.89,263.29,256.75,258.68,25850700.0,0.0,1.0,33.28225028631066,33.33289085884871,32.504917497851814,32.74925826034784,180954900.0
2010-05-05,253.03,258.14,248.73,255.985,31539400.0,0.0,1.0,32.03396017324808,32.680893487421486,31.489574018464193,32.408067402872824,220775800.0
2010-05-06,253.83,258.25,199.25,246.25,45923600.0,0.0,1.0,32.135241318324155,32.69481964486945,25.22533519550915,31.17560246872837,321465200.0
2010-05-07,243.71,246.57,225.21,235.86,59857800.0,0.0,1.0,30.854034833111843,31.2161149267588,28.511908353227682,29.86021359705289,419004600.0
2010-05-10,250.25,254.65,248.53,253.99,35153800.0,0.0,1.0,31.68200819410873,32.23905449202713,31.464253732195175,32.155497547339365,246076600.0
2010-05-11,251.84,259.89,250.5,256.52,30318100.0,0.0,1.0,31.883304469947422,32.902445992275396,31.713658551945002,32.47579916864244,212226700.0
2010-05-12,259.245,263.13,258.7,262.09,23370700.0,0.0,1.0,32.82078806905781,33.31263462983349,32.75179028897474,33.18096914123459,163594900.0
2010-05-13,263.22,265.0,256.4,258.36,21418300.0,0.0,1.0,33.32402875865455,33.549379306448806,32.46060699688103,32.70874580231741,149928100.0
2010-05-14,255.165,256.48,249.5,253.82,27120100.0,0.0,1.0,32.30425422916984,32.47073511138864,31.587057120599912,32.1339753040107,189840700.0
2010-05-17,254.7,256.18,247.71,254.22,27244100.0,0.0,1.0,32.24538456359438,32.43275468198512,31.360440558492204,32.18461587654874,190708700.0
2010-05-18,256.98,258.55,250.26,252.36,27952800.0,0.0,1.0,32.53403582706119,32.73280007427298,31.68327420842218,31.94913721424687,195669600.0
2010-05-19,249.5,252.92,244.85,248.34,36633100.0,0.0,1.0,31.587057120599912,32.02003401580012,30.998360464845245,31.440199460239608,256431700.0
2010-05-20,241.88,243.85,236.21,237.76,45818400.0,0.0,1.0,30.622354213750327,30.871759033500155,29.90452409802367,30.100756316608557,320728800.0
2010-05-21,232.82,244.5,231.35,242.32,43710400.0,0.0,1.0,29.475345245763815,30.954049963874464,29.28924114168653,30.678058843542168,305972800.0
2010-05-24,247.28,250.9,246.26,246.76,26937100.0,0.0,1.0,31.306001943013815,31.76429912448304,31.176868483041822,31.240169198714366,188559700.0
2010-05-25,239.35,246.76,237.16,245.22,37428800.0,0.0,1.0,30.30205259244725,31.240169198714366,30.024795457801503,31.045202994442928,262001600.0
2010-05-26,250.08,252.13,243.75,244.109,30380500.0,0.0,1.0,31.660485950780068,31.9200188850375,30.859098890365647,30.904548804218535,212663500.0
2010-05-27,250.6,253.89,249.11,253.35,23795800.0,0.0,1.0,31.72631869507951,32.142837404204855,31.53768256237533,32.07447263127851,166570600.0
2010-05-28,259.3881,259.4,253.35,256.88,29129100.0,0.0,1.0,32.8389047338833,32.8404112909163,32.07447263127851,32.52137568392668,203903700.0
2010-06-01,259.69,265.94,258.96,260.83,31302600.0,0.0,1.0,32.87712570600638,33.668384651913186,32.78470666112446,33.02145133773978,219118200.0
2010-06-02,264.54,264.8,260.335,263.95,24591000.0,0.0,1.0,33.49114264803006,33.52405902017979,32.95878362922396,33.41644780353646,172137000.0
2010-06-03,265.18,265.55,260.41,263.12,23218100.0,0.0,1.0,33.572167564090925,33.61901009368861,32.968278736574845,33.31136861552004,162526700.0
2010-06-04,258.21,261.9,254.63,255.965,27082300.0,0.0,1.0,32.68975558761564,33.15691486927902,32.23652246340022,32.40553537424592,189576100.0
2010-06-07,258.29,259.15,250.55,250.94,31676500.0,0.0,1.0,32.69988370212325,32.80876093308003,31.719988623512258,31.769363181736843,221735500.0
2010-06-08,253.24,253.8,245.65,249.33,35741800.0,0.0,1.0,32.06054647383055,32.1314432753838,31.099641609921317,31.56553487727125,250192600.0
2010-06-09,251.47,251.9,242.49,243.2,30522500.0,0.0,1.0,31.83646194034974,31.89090055582813,30.699581086870836,30.789468103125845,213657500.0
2010-06-10,244.84,250.98,242.2,250.51,27727000.0,0.0,1.0,30.997094450531794,31.774427238990643,30.662866671780755,31.714924566258453,194089000.0
2010-06-11,248.225,253.86,247.37,253.51,19491400.0,0.0,1.0,31.425640295634924,32.13903936126451,31.31739607183487,32.09472886029372,136439800.0
2010-06-14,255.96,259.15,254.01,254.28,21534300.0,0.0,1.0,32.40490236708919,32.80876093308003,32.15802957596627,32.19221196242944,150740100.0
2010-06-15,255.64,259.85,255.5,259.69,20895500.0,0.0,1.0,32.364389909058765,32.8973819350216,32.34666570867045,32.87712570600638,146268500.0
2010-06-16,261.1,267.75,260.6302,267.25,27988500.0,0.0,1.0,33.055633724202956,33.8975332426478,32.99615637175703,33.834232526975256,195919500.0
2010-06-17,270.6,272.9,269.5,271.87,31173400.0,0.0,1.0,34.25834732198131,34.54953061407501,34.11908574750171,34.41913113978957,218213800.0
2010-06-18,272.25,275.0,271.42,274.074,28022200.0,0.0,1.0,34.467239683700704,34.8153936198997,34.362160495684286,34.698160694474154,196155400.0
2010-06-21,277.69,279.01,268.73,270.17,27731800.0,0.0,1.0,35.15595147021799,35.323065359593514,34.021602645365995,34.20390870650292,194122600.0
2010-06-22,272.16,275.97,271.5,273.85,25616500.0,0.0,1.0,34.45584555487965,34.93819700830444,34.37228861019189,34.669801973852856,179315500.0
2010-06-23,274.58,274.66,267.9,270.97,27444900.0,0.0,1.0,34.76222101873476,34.77234913324238,33.91652345734956,34.305189851578994,192114300.0
2010-06-24,271.0,273.195,268.1,269.0,25509900.0,0.0,1.0,34.30898789451935,34.586878036321814,33.941843743618584,34.05578503182917,178569300.0
2010-06-25,270.06,270.27,265.81,266.7,19640800.0,0.0,1.0,34.18998254905496,34.216568849637426,33.65192646583833,33.764601739735454,137485600.0
2010-06-28,266.93,269.75,264.52,268.3,20891000.0,0.0,1.0,33.79372006894483,34.150736105337984,33.48861061940316,33.967164029887606,146237000.0
2010-06-29,264.1205,264.39,254.3,256.17,40476600.0,0.0,1.0,33.4380333475808,33.4721524333283,32.19474399105635,32.431488667671665,283336200.0
2010-06-30,256.71,257.97,250.01,251.53,26409000.0,0.0,1.0,32.49985344059801,32.659371244092824,31.651623850585906,31.844058026230446,184863000.0
2010-07-01,254.3,254.8,243.22,248.48,36532000.0,0.0,1.0,32.19474399105635,32.25804470672889,30.792000131752747,31.45792366062792,255724000.0
2010-07-02,250.49,250.93,243.2,246.94,24780100.0,0.0,1.0,31.712392537631555,31.76809716742339,30.789468103125845,31.26295745635648,173460700.0
2010-07-06,251.0,252.8,246.16,248.63,21972700.0,0.0,1.0,31.77695926761755,32.00484184403871,31.16420833990731,31.476913875329686,153808900.0
2010-07-07,250.49,258.77,249.75,258.665,23377000.0,0.0,1.0,31.712392537631555,32.7606523891689,31.618707478436185,32.747359238877664,163639000.0
2010-07-08,262.48,262.9,254.89,258.09,26362300.0,0.0,1.0,33.23034369945918,33.283516300624115,32.26943883554995,32.67456341585423,184536100.0
2010-07-09,256.89,259.9,255.16,259.62,15475800.0,0.0,1.0,32.52264169824012,32.90371200658885,32.30362122201312,32.868263605812224,108330600.0
2010-07-12,258.53,261.85,254.86,257.285,20102800.0,0.0,1.0,32.73026804564607,33.15058479771177,32.265640792609595,32.57264926362144,140719600.0
2010-07-13,256.32,256.4,246.43,251.798,42533000.0,0.0,1.0,32.450478882373424,32.46060699688103,31.198390726370487,31.87798720983093,297731000.0
2010-07-14,249.38,255.8,249.0,252.727,29001700.0,0.0,1.0,31.571864948838503,32.38464613807398,31.52375640492737,31.99559993955052,203011900.0
2010-07-15,248.23,256.97,247.3,251.45,29459500.0,0.0,1.0,31.426273302791646,32.53276981274774,31.308533971640717,31.833929911722837,206216500.0
2010-07-16,253.18,254.97,248.41,249.9,37137800.0,0.0,1.0,32.05295038794984,32.27956695005756,31.449061560433766,31.637697693137948,259964600.0
2010-07-19,249.88,249.88,239.6,245.58,36588500.0,0.0,1.0,31.635165664511046,31.635165664511046,30.333702950283524,31.090779509727163,256119500.0
2010-07-20,242.9,252.9,240.01,251.89,38391100.0,0.0,1.0,30.75148767372232,32.01750198717322,30.38560953713501,31.889634541514678,268737700.0
2010-07-21,265.09,265.15,254.0,254.24,42345400.0,0.0,1.0,33.56077343526986,33.568369521150565,32.15676356165282,32.18714790517564,296417800.0
2010-07-22,257.68,260.0,255.31,259.024,23047100.0,0.0,1.0,32.62265682900275,32.91637214972336,32.32261143671489,32.79280915273055,161329700.0
2010-07-23,257.09,260.38,256.28,259.94,19049600.0,0.0,1.0,32.54796198450914,32.96448069363449,32.44541482511962,32.90877606384265,133347200.0
2010-07-26,260.0,260.0998,257.71,259.28,15019700.0,0.0,1.0,32.91637214972336,32.9290069725716,32.626454871943096,32.82521911915489,105137900.0
2010-07-27,260.87,264.8,260.3,264.08,20884700.0,0.0,1.0,33.02651539499359,33.52405902017979,32.95435257912688,33.43290598961132,146192900.0
2010-07-28,263.67,265.99,260.25,260.96,18570900.0,0.0,1.0,33.38099940275984,33.67471472348045,32.94802250755963,33.03790952381464,129996300.0
2010-07-29,260.71,262.65,256.1,258.11,22993100.0,0.0,1.0,33.00625916597837,33.251865942787845,32.42262656747751,32.67709544448114,160951700.0
2010-07-30,255.8925,259.7,254.9,257.25,16007500.0,0.0,1.0,32.3963567704734,32.878391720319826,32.2707048498634,32.56821821352436,112052500.0
2010-08-02,260.44,262.59,259.62,261.85,15287700.0,0.0,1.0,32.9720767795152,33.24426985690714,32.868263605812224,33.15058479771177,107013900.0
2010-08-03,261.01,263.26,259.42,261.93,14916200.0,0.0,1.0,33.044239595381896,33.329092815908346,32.84294331954321,33.16071291221938,104413400.0
2010-08-04,262.84,264.28,260.311,262.98,15013400.0,0.0,1.0,33.27592021474341,33.458226275880335,32.955745194871675,33.29364441513172,105093800.0
2010-08-05,261.73,263.18,260.55,261.7,10324900.0,0.0,1.0,33.13539262595037,33.318964701400745,32.98600293696316,33.131594583010006,72274300.0
2010-08-06,259.78,261.49,257.63,260.091,15889200.0,0.0,1.0,32.888519834827434,33.10500828242754,32.616326757435495,32.92789287997576,111224400.0
2010-08-09,261.48,262.15,259.57,261.75,10826000.0,0.0,1.0,33.10374226811409,33.1885652271153,32.86193353424497,33.13792465457726,75782000.0
2010-08-10,259.85,260.45,257.55,259.41,16140000.0,0.0,1.0,32.8973819350216,32.97334279382864,32.606198642927886,32.84167730522976,112980000.0
2010-08-11,255.4,255.69,249.81,250.19,22144800.0,0.0,1.0,32.334005565535946,32.37071998062602,31.626303564316892,31.674412108228026,155013600.0
2010-08-12,246.69,253.1,246.12,251.79,19104300.0,0.0,1.0,31.23130709852021,32.04282227344223,31.15914428265351,31.876974398380167,133730100.0
2010-08-13,251.65,251.88,249.09,249.1,12673900.0,0.0,1.0,31.859250197991855,31.888368527201226,31.53515053374843,31.536416548061876,88717300.0
2010-08-16,247.58,250.01,246.62,247.64,11372500.0,0.0,1.0,31.343982372417344,31.651623850585906,31.222444998326054,31.351578458298043,79607500.0
2010-08-17,250.08,254.63,249.2,251.97,15094300.0,0.0,1.0,31.660485950780068,32.23652246340022,31.549076691196383,31.899762656022286,105660100.0
2010-08-18,252.36,254.67,251.58,253.07,12132000.0,0.0,1.0,31.94913721424687,32.241586520654025,31.8503880977977,32.03902423050188,84924000.0
2010-08-19,252.84,253.48,248.68,249.88,15239500.0,0.0,1.0,32.00990590129251,32.09093081735337,31.48324394689694,31.635165664511046,106676500.0
2010-08-20,249.39,253.92,249.0,249.64,13722500.0,0.0,1.0,31.57313096315195,32.14663544714521,31.52375640492737,31.604781320988224,96057500.0
2010-08-23,251.79,252.0,245.25,245.8,14787200.0,0.0,1.0,31.876974398380167,31.903560698962636,31.04900103738328,31.118631824623083,103510400.0
2010-08-24,242.67,243.0,238.65,239.93,21520200.0,0.0,1.0,30.72236934451295,30.76414781685683,30.21343159050569,30.375481422627406,150641400.0
2010-08-25,238.04,243.99,237.2,242.89,21316700.0,0.0,1.0,30.136204717385183,30.88948323388847,30.029859515055307,30.75022165940887,149216900.0
2010-08-26,245.45,245.75,240.2778,240.28,16660900.0,0.0,1.0,31.0743213236523,31.112301753055828,30.419513400449226,30.419791923598186,116626300.0
2010-08-27,241.75,242.61,235.56,241.62,19585400.0,0.0,1.0,30.605896027675467,30.714773258632246,29.82223316764936,30.589437841600606,137097800.0
2010-08-30,240.76,245.75,240.6801,242.5,13688900.0,0.0,1.0,30.480560610643828,31.112301753055828,30.470445156279357,30.700847101184284,95822300.0
2010-08-31,241.85,244.56,240.35,243.1,15028100.0,0.0,1.0,30.618556170809974,30.96164604975517,30.42865402379234,30.776807959991338,105196700.0
2010-09-01,247.47,251.46,246.28,250.33,24894200.0,0.0,1.0,31.33005621496938,31.835195926036292,31.179400511668725,31.69213630861634,174259400.0
2010-09-02,251.2623,252.17,248.57,252.17,14836700.0,0.0,1.0,31.810166823059365,31.9250829422913,31.46931778944898,31.9250829422913,103856900.0
2010-09-03,255.09,258.78,254.5,258.77,18599600.0,0.0,1.0,32.29475912181896,32.76191840348234,32.22006427732536,32.7606523891689,130197200.0
2010-09-07,256.64,259.53,256.25,257.81,12234200.0,0.0,1.0,32.49099134040385,32.85686947699116,32.44161678217927,32.63911501507761,85639400.0
2010-09-08,259.78,264.3899,259.1,262.92,18805400.0,0.0,1.0,32.888519834827434,33.47213977318517,32.802430861512775,33.286048329251024,131637800.0
2010-09-09,265.04,266.52,262.92,263.07,15663400.0,0.0,1.0,33.55444336370261,33.74181348209334,33.286048329251024,33.30503854395278,109643800.0
2010-09-10,263.19,264.5,261.4,263.41,13840800.0,0.0,1.0,33.320230715714196,33.48607859077626,33.09361415360648,33.34808303061011,96885600.0
2010-09-13,265.82,268.28,265.76,267.04,13885000.0,0.0,1.0,33.65319248015178,33.964632001260696,33.645596394271074,33.80764622639279,97195000.0
2010-09-14,266.21,269.17,265.52,268.06,14576800.0,0.0,1.0,33.70256703837636,34.077307275157835,33.61521205074825,33.93677968636478,102037600.0
2010-09-15,268.17,270.38,267.84,270.22,15334600.0,0.0,1.0,33.95070584381274,34.23049500708539,33.908927371468856,34.21023877807018,107342200.0
2010-09-16,270.24,276.67,269.5,276.57,23289400.0,0.0,1.0,34.21277080669708,35.026818010246004,34.11908574750171,35.01415786711149,163025800.0
2010-09-17,277.69,277.96,273.68,275.37,22659900.0,0.0,1.0,35.15595147021799,35.190133856681165,34.64827973052419,34.862236149497384,158619300.0
2010-09-20,276.08,283.78,275.85,283.23,23524200.0,0.0,1.0,34.9521231657524,35.92695418710959,34.923004836543036,35.8573233998698,164669400.0
2010-09-21,283.86,287.35,282.79,283.77,23859800.0,0.0,1.0,35.9370823016172,36.378921297011566,35.80161877007796,35.92568817279614,167018600.0
2010-09-22,282.71,287.98,282.41,287.75,20903200.0,0.0,1.0,35.79149065557034,36.45868019875897,35.753510226166824,36.4295618695496,146322400.0
2010-09-23,286.33,292.76,286.0,288.92,28075600.0,0.0,1.0,36.24978783703957,37.0638350405885,36.20800936469569,36.57768554422336,196529200.0
